# file name         # ID     # bound               # index # remark    #
------------------------------------------------------------------------------------------------------------------------
..                  | 200090 | 432,0,48,48         | 9     | Stone, snow edge
..                  | 200100 | 480,0,48,48         | 10    | Dirt, grass edge
..                  | 200110 | 528,0,48,48         | 11    | Stone well, gold edge
..                  | 200120 | 576,0,48,48         | 12    | Stone white wall
..                  | 200130 | 624,0,48,48         | 13    | Stone with edge
..                  | 200140 | 672,0,48,48         | 14    | Grass, dry
..                  | 200150 | 720,0,48,48         | 15    | Grass, moist
..                  | 200160 | 768,0,48,48         | 16    | Stone gray wall, moist
..                  | 200170 | 816,0,48,48         | 17    | 
..                  | 200180 | 864,0,48,48         | 18    | 
..                  | 200190 | 912,0,48,48         | 19    | 
..                  | 200200 | 960,0,48,48         | 20    | 
..                  | 200210 | 1008,0,48,48        | 21    | 
..                  | 200220 | 1056,0,48,48        | 22    | 
..                  | 200230 | 1104,0,48,48        | 23    | 
..                  | 200240 | 1152,0,48,48        | 24    | 
..                  | 200250 | 1200,0,48,48        | 25    | 
..                  | 200260 | 1248,0,48,48        | 26    | 
..                  | 200270 | 1296,0,48,48        | 27    | 
..                  | 200280 | 1344,0,48,48        | 28    | 
..                  | 200290 | 1392,0,48,48        | 29    | 
..                  | 200300 | 1440,0,48,48        | 30    | 
..                  | 200310 | 1488,0,48,48        | 31    | 
..                  | 200320 | 0,48,48,48          | 32    | 
..                  | 200330 | 48,48,48,48         | 33    | 
..                  | 200340 | 96,48,48,48         | 34    | 
..                  | 200350 | 144,48,48,48        | 35    | 
..                  | 200360 | 192,48,48,48        | 36    | 
..                  | 200370 | 240,48,48,48        | 37    | 
..                  | 200380 | 288,48,48,48        | 38    | 
..                  | 200390 | 336,48,48,48        | 39    | 
..                  | 200400 | 384,48,48,48        | 40    | 
..                  | 200410 | 432,48,48,48        | 41    | 
..                  | 200420 | 480,48,48,48        | 42    | 
..                  | 200430 | 528,48,48,48        | 43    | 
..                  | 200440 | 576,48,48,48        | 44    | 
..                  | 200450 | 624,48,48,48        | 45    | 
..                  | 200460 | 672,48,48,48        | 46    | 
..                  | 200470 | 720,48,48,48        | 47    | 
..                  | 200480 | 768,48,48,48        | 48    | 
..                  | 200490 | 816,48,48,48        | 49    | 
..                  | 200500 | 864,48,48,48        | 50    | 
..                  | 200510 | 912,48,48,48        | 51    | 
..                  | 200520 | 960,48,48,48        | 52    | 
..                  | 200530 | 1008,48,48,48       | 53    | 
..                  | 200540 | 1056,48,48,48       | 54    | 
..                  | 200550 | 1104,48,48,48       | 55    | 
..                  | 200560 | 1152,48,48,48       | 56    | 
..                  | 200570 | 1200,48,48,48       | 57    | 
..                  | 200580 | 1248,48,48,48       | 58    | 
..                  | 200590 | 1296,48,48,48       | 59    | 
..                  | 200600 | 1344,48,48,48       | 60    | 
..                  | 200610 | 1392,48,48,48       | 61    | 
..                  | 200620 | 1440,48,48,48       | 62    | 
..                  | 200630 | 1488,48,48,48       | 63    | 
..                  | 200640 | 0,96,48,48          | 64    | 
..                  | 200650 | 48,96,48,48         | 65    | 
..                  | 200660 | 96,96,48,48         | 66    | 
..                  | 200670 | 144,96,48,48        | 67    | 
..                  | 200680 | 192,96,48,48        | 68    | 
..                  | 200690 | 240,96,48,48        | 69    | 
..                  | 200700 | 288,96,48,48        | 70    | 
..                  | 200710 | 336,96,48,48        | 71    | 
..                  | 200720 | 384,96,48,48        | 72    | 
..                  | 200730 | 432,96,48,48        | 73    | 
..                  | 200740 | 480,96,48,48        | 74    | 
..                  | 200750 | 528,96,48,48        | 75    | 
..                  | 200760 | 576,96,48,48        | 76    | 
..                  | 200770 | 624,96,48,48        | 77    | 
..                  | 200780 | 672,96,48,48        | 78    | 
..                  | 200790 | 720,96,48,48        | 79    | 
..                  | 200800 | 768,96,48,48        | 80    | 
..                  | 200810 | 816,96,48,48        | 81    | 
..                  | 200820 | 864,96,48,48        | 82    | 
..                  | 200830 | 912,96,48,48        | 83    | 
..                  | 200840 | 960,96,48,48        | 84    | 
..                  | 200850 | 1008,96,48,48       | 85    | 
..                  | 200860 | 1056,96,48,48       | 86    | 
..                  | 200870 | 1104,96,48,48       | 87    | 
..                  | 200880 | 1152,96,48,48       | 88    | 
..                  | 200890 | 1200,96,48,48       | 89    | 
..                  | 200900 | 1248,96,48,48       | 90    | 
..                  | 200910 | 1296,96,48,48       | 91    | 
..                  | 200920 | 1344,96,48,48       | 92    | 
..                  | 200930 | 1392,96,48,48       | 93    | 
..                  | 200940 | 1440,96,48,48       | 94    | 
..                  | 200950 | 1488,96,48,48       | 95    | 
..                  | 200960 | 0,144,48,48         | 96    | 
..                  | 200970 | 48,144,48,48        | 97    | 
..                  | 200980 | 96,144,48,48        | 98    | 
..                  | 200990 | 144,144,48,48       | 99    | 
..                  | 201000 | 192,144,48,48       | 100   | 
..                  | 201010 | 240,144,48,48       | 101   | 
..                  | 201020 | 288,144,48,48       | 102   | 
..                  | 201030 | 336,144,48,48       | 103   | 
..                  | 201040 | 384,144,48,48       | 104   | 
..                  | 201050 | 432,144,48,48       | 105   | 
..                  | 201060 | 480,144,48,48       | 106   | 
..                  | 201070 | 528,144,48,48       | 107   | 
..                  | 201080 | 576,144,48,48       | 108   | 
..                  | 201090 | 624,144,48,48       | 109   | 
..                  | 201100 | 672,144,48,48       | 110   | 
..                  | 201110 | 720,144,48,48       | 111   | 
..                  | 201120 | 768,144,48,48       | 112   | 
..                  | 201130 | 816,144,48,48       | 113   | 
..                  | 201140 | 864,144,48,48       | 114   | 
..                  | 201150 | 912,144,48,48       | 115   | 
..                  | 201160 | 960,144,48,48       | 116   | 
..                  | 201170 | 1008,144,48,48      | 117   | 
..                  | 201180 | 1056,144,48,48      | 118   | 
..                  | 201190 | 1104,144,48,48      | 119   | 
..                  | 201200 | 1152,144,48,48      | 120   | 
..                  | 201210 | 1200,144,48,48      | 121   | 
..                  | 201220 | 1248,144,48,48      | 122   | 
..                  | 201230 | 1296,144,48,48      | 123   | 
..                  | 201240 | 1344,144,48,48      | 124   | 
..                  | 201250 | 1392,144,48,48      | 125   | 
..                  | 201260 | 1440,144,48,48      | 126   | 
..                  | 201270 | 1488,144,48,48      | 127   | 
..                  | 201280 | 0,192,48,48         | 128   | 
..                  | 201290 | 48,192,48,48        | 129   | 
..                  | 201300 | 96,192,48,48        | 130   | 
..                  | 201310 | 144,192,48,48       | 131   | 
..                  | 201320 | 192,192,48,48       | 132   | 
..                  | 201330 | 240,192,48,48       | 133   | 
..                  | 201340 | 288,192,48,48       | 134   | 
..                  | 201350 | 336,192,48,48       | 135   | 
..                  | 201360 | 384,192,48,48       | 136   | 
..                  | 201370 | 432,192,48,48       | 137   | 
..                  | 201380 | 480,192,48,48       | 138   | 
..                  | 201390 | 528,192,48,48       | 139   | 
..                  | 201400 | 576,192,48,48       | 140   | 
..                  | 201410 | 624,192,48,48       | 141   | 
..                  | 201420 | 672,192,48,48       | 142   | 
..                  | 201430 | 720,192,48,48       | 143   | 
..                  | 201440 | 768,192,48,48       | 144   | 
..                  | 201450 | 816,192,48,48       | 145   | 
..                  | 201460 | 864,192,48,48       | 146   | 
..                  | 201470 | 912,192,48,48       | 147   | 
..                  | 201480 | 960,192,48,48       | 148   | 
..                  | 201490 | 1008,192,48,48      | 149   | 
..                  | 201500 | 1056,192,48,48      | 150   | 
..                  | 201510 | 1104,192,48,48      | 151   | 
..                  | 201520 | 1152,192,48,48      | 152   | 
..                  | 201530 | 1200,192,48,48      | 153   | 
..                  | 201540 | 1248,192,48,48      | 154   | 
..                  | 201550 | 1296,192,48,48      | 155   | 
..                  | 201560 | 1344,192,48,48      | 156   | 
..                  | 201570 | 1392,192,48,48      | 157   | 
..                  | 201580 | 1440,192,48,48      | 158   | 
..                  | 201590 | 1488,192,48,48      | 159   | 
..                  | 201600 | 0,240,48,48         | 160   | 
..                  | 201610 | 48,240,48,48        | 161   | 
..                  | 201620 | 96,240,48,48        | 162   | 
..                  | 201630 | 144,240,48,48       | 163   | 
..                  | 201640 | 192,240,48,48       | 164   | 
..                  | 201650 | 240,240,48,48       | 165   | 
..                  | 201660 | 288,240,48,48       | 166   | 
..                  | 201670 | 336,240,48,48       | 167   | 
..                  | 201680 | 384,240,48,48       | 168   | 
..                  | 201690 | 432,240,48,48       | 169   | 
..                  | 201700 | 480,240,48,48       | 170   | 
..                  | 201710 | 528,240,48,48       | 171   | 
..                  | 201720 | 576,240,48,48       | 172   | 
..                  | 201730 | 624,240,48,48       | 173   | 
..                  | 201740 | 672,240,48,48       | 174   | 
..                  | 201750 | 720,240,48,48       | 175   | 
..                  | 201760 | 768,240,48,48       | 176   | 
..                  | 201770 | 816,240,48,48       | 177   | 
..                  | 201780 | 864,240,48,48       | 178   | 
..                  | 201790 | 912,240,48,48       | 179   | 
..                  | 201800 | 960,240,48,48       | 180   | 
..                  | 201810 | 1008,240,48,48      | 181   | 
..                  | 201820 | 1056,240,48,48      | 182   | 
..                  | 201830 | 1104,240,48,48      | 183   | 
..                  | 201840 | 1152,240,48,48      | 184   | 
..                  | 201850 | 1200,240,48,48      | 185   | 
..                  | 201860 | 1248,240,48,48      | 186   | 
..                  | 201870 | 1296,240,48,48      | 187   | 
..                  | 201880 | 1344,240,48,48      | 188   | 
..                  | 201890 | 1392,240,48,48      | 189   | 
..                  | 201900 | 1440,240,48,48      | 190   | 
..                  | 201910 | 1488,240,48,48      | 191   | 
..                  | 201920 | 0,288,48,48         | 192   | 
..                  | 201930 | 48,288,48,48        | 193   | 
..                  | 201940 | 96,288,48,48        | 194   | 
..                  | 201950 | 144,288,48,48       | 195   | 
..                  | 201960 | 192,288,48,48       | 196   | 
..                  | 201970 | 240,288,48,48       | 197   | 
..                  | 201980 | 288,288,48,48       | 198   | 
..                  | 201990 | 336,288,48,48       | 199   | 
..                  | 202000 | 384,288,48,48       | 200   | 
..                  | 202010 | 432,288,48,48       | 201   | 
..                  | 202020 | 480,288,48,48       | 202   | 
..                  | 202030 | 528,288,48,48       | 203   | 
..                  | 202040 | 576,288,48,48       | 204   | 
..                  | 202050 | 624,288,48,48       | 205   | 
..                  | 202060 | 672,288,48,48       | 206   | 
..                  | 202070 | 720,288,48,48       | 207   | 
..                  | 202080 | 768,288,48,48       | 208   | 
..                  | 202090 | 816,288,48,48       | 209   | 
..                  | 202100 | 864,288,48,48       | 210   | 
..                  | 202110 | 912,288,48,48       | 211   | 
..                  | 202120 | 960,288,48,48       | 212   | 
..                  | 202130 | 1008,288,48,48      | 213   | 
..                  | 202140 | 1056,288,48,48      | 214   | 
..                  | 202150 | 1104,288,48,48      | 215   | 
..                  | 202160 | 1152,288,48,48      | 216   | 
..                  | 202170 | 1200,288,48,48      | 217   | 
..                  | 202180 | 1248,288,48,48      | 218   | 
..                  | 202190 | 1296,288,48,48      | 219   | 
..                  | 202200 | 1344,288,48,48      | 220   | 
..                  | 202210 | 1392,288,48,48      | 221   | 
..                  | 202220 | 1440,288,48,48      | 222   | 
..                  | 202230 | 1488,288,48,48      | 223   | 
..                  | 202240 | 0,336,48,48         | 224   | 
..                  | 202250 | 48,336,48,48        | 225   | 
..                  | 202260 | 96,336,48,48        | 226   | 
..                  | 202270 | 144,336,48,48       | 227   | 
..                  | 202280 | 192,336,48,48       | 228   | 
..                  | 202290 | 240,336,48,48       | 229   | 
..                  | 202300 | 288,336,48,48       | 230   | 
..                  | 202310 | 336,336,48,48       | 231   | 
..                  | 202320 | 384,336,48,48       | 232   | 
..                  | 202330 | 432,336,48,48       | 233   | 
..                  | 202340 | 480,336,48,48       | 234   | 
..                  | 202350 | 528,336,48,48       | 235   | 
..                  | 202360 | 576,336,48,48       | 236   | 
..                  | 202370 | 624,336,48,48       | 237   | 
..                  | 202380 | 672,336,48,48       | 238   | 
..                  | 202390 | 720,336,48,48       | 239   | 
..                  | 202400 | 768,336,48,48       | 240   | 
..                  | 202410 | 816,336,48,48       | 241   | 
..                  | 202420 | 864,336,48,48       | 242   | 
..                  | 202430 | 912,336,48,48       | 243   | 
..                  | 202440 | 960,336,48,48       | 244   | 
..                  | 202450 | 1008,336,48,48      | 245   | 
..                  | 202460 | 1056,336,48,48      | 246   | 
..                  | 202470 | 1104,336,48,48      | 247   | 
..                  | 202480 | 1152,336,48,48      | 248   | 
..                  | 202490 | 1200,336,48,48      | 249   | 
..                  | 202500 | 1248,336,48,48      | 250   | 
..                  | 202510 | 1296,336,48,48      | 251   | 
..                  | 202520 | 1344,336,48,48      | 252   | 
..                  | 202530 | 1392,336,48,48      | 253   | 
..                  | 202540 | 1440,336,48,48      | 254   | 
..                  | 202550 | 1488,336,48,48      | 255   | 
..                  | 202560 | 0,384,48,48         | 256   | 
..                  | 202570 | 48,384,48,48        | 257   | 
..                  | 202580 | 96,384,48,48        | 258   | 
..                  | 202590 | 144,384,48,48       | 259   | 
..                  | 202600 | 192,384,48,48       | 260   | 
..                  | 202610 | 240,384,48,48       | 261   | 
..                  | 202620 | 288,384,48,48       | 262   | 
..                  | 202630 | 336,384,48,48       | 263   | 
..                  | 202640 | 384,384,48,48       | 264   | 
..                  | 202650 | 432,384,48,48       | 265   | 
..                  | 202660 | 480,384,48,48       | 266   | 
..                  | 202670 | 528,384,48,48       | 267   | 
..                  | 202680 | 576,384,48,48       | 268   | 
..                  | 202690 | 624,384,48,48       | 269   | 
..                  | 202700 | 672,384,48,48       | 270   | 
..                  | 202710 | 720,384,48,48       | 271   | 
..                  | 202720 | 768,384,48,48       | 272   | 
..                  | 202730 | 816,384,48,48       | 273   | 
..                  | 202740 | 864,384,48,48       | 274   | 
..                  | 202750 | 912,384,48,48       | 275   | 
..                  | 202760 | 960,384,48,48       | 276   | 
..                  | 202770 | 1008,384,48,48      | 277   | 
..                  | 202780 | 1056,384,48,48      | 278   | 
..                  | 202790 | 1104,384,48,48      | 279   | 
..                  | 202800 | 1152,384,48,48      | 280   | 
..                  | 202810 | 1200,384,48,48      | 281   | 
..                  | 202820 | 1248,384,48,48      | 282   | 
..                  | 202830 | 1296,384,48,48      | 283   | 
..                  | 202840 | 1344,384,48,48      | 284   | 
..                  | 202850 | 1392,384,48,48      | 285   | 
..                  | 202860 | 1440,384,48,48      | 286   | 
..                  | 202870 | 1488,384,48,48      | 287   | 
..                  | 202880 | 0,432,48,48         | 288   | 
..                  | 202890 | 48,432,48,48        | 289   | 
..                  | 202900 | 96,432,48,48        | 290   | 
..                  | 202910 | 144,432,48,48       | 291   | 
..                  | 202920 | 192,432,48,48       | 292   | 
..                  | 202930 | 240,432,48,48       | 293   | 
..                  | 202940 | 288,432,48,48       | 294   | 
..                  | 202950 | 336,432,48,48       | 295   | 
..                  | 202960 | 384,432,48,48       | 296   | 
..                  | 202970 | 432,432,48,48       | 297   | 
..                  | 202980 | 480,432,48,48       | 298   | 
..                  | 202990 | 528,432,48,48       | 299   | 
..                  | 203000 | 576,432,48,48       | 300   | 
..                  | 203010 | 624,432,48,48       | 301   | 
..                  | 203020 | 672,432,48,48       | 302   | 
..                  | 203030 | 720,432,48,48       | 303   | 
..                  | 203040 | 768,432,48,48       | 304   | 
..                  | 203050 | 816,432,48,48       | 305   | 
..                  | 203060 | 864,432,48,48       | 306   | 
..                  | 203070 | 912,432,48,48       | 307   | 
..                  | 203080 | 960,432,48,48       | 308   | 
..                  | 203090 | 1008,432,48,48      | 309   | 
..                  | 203100 | 1056,432,48,48      | 310   | 
..                  | 203110 | 1104,432,48,48      | 311   | 
..                  | 203120 | 1152,432,48,48      | 312   | 
..                  | 203130 | 1200,432,48,48      | 313   | 
..                  | 203140 | 1248,432,48,48      | 314   | 
..                  | 203150 | 1296,432,48,48      | 315   | 
..                  | 203160 | 1344,432,48,48      | 316   | 
..                  | 203170 | 1392,432,48,48      | 317   | 
..                  | 203180 | 1440,432,48,48      | 318   | 
..                  | 203190 | 1488,432,48,48      | 319   | 
..                  | 203200 | 0,480,48,48         | 320   | 
..                  | 203210 | 48,480,48,48        | 321   | 
..                  | 203220 | 96,480,48,48        | 322   | 
..                  | 203230 | 144,480,48,48       | 323   | 
..                  | 203240 | 192,480,48,48       | 324   | 
..                  | 203250 | 240,480,48,48       | 325   | 
..                  | 203260 | 288,480,48,48       | 326   | 
..                  | 203270 | 336,480,48,48       | 327   | 
..                  | 203280 | 384,480,48,48       | 328   | 
..                  | 203290 | 432,480,48,48       | 329   | 
..                  | 203300 | 480,480,48,48       | 330   | 
..                  | 203310 | 528,480,48,48       | 331   | 
..                  | 203320 | 576,480,48,48       | 332   | 
..                  | 203330 | 624,480,48,48       | 333   | 
..                  | 203340 | 672,480,48,48       | 334   | 
..                  | 203350 | 720,480,48,48       | 335   | 
..                  | 203360 | 768,480,48,48       | 336   | 
..                  | 203370 | 816,480,48,48       | 337   | 
..                  | 203380 | 864,480,48,48       | 338   | 
..                  | 203390 | 912,480,48,48       | 339   | 
..                  | 203400 | 960,480,48,48       | 340   | 
..                  | 203410 | 1008,480,48,48      | 341   | 
..                  | 203420 | 1056,480,48,48      | 342   | 
..                  | 203430 | 1104,480,48,48      | 343   | 
..                  | 203440 | 1152,480,48,48      | 344   | 
..                  | 203450 | 1200,480,48,48      | 345   | 
..                  | 203460 | 1248,480,48,48      | 346   | 
..                  | 203470 | 1296,480,48,48      | 347   | 
..                  | 203480 | 1344,480,48,48      | 348   | 
..                  | 203490 | 1392,480,48,48      | 349   | 
..                  | 203500 | 1440,480,48,48      | 350   | 
..                  | 203510 | 1488,480,48,48      | 351   | 
..                  | 203520 | 0,528,48,48         | 352   | 
..                  | 203530 | 48,528,48,48        | 353   | 
..                  | 203540 | 96,528,48,48        | 354   | 
..                  | 203550 | 144,528,48,48       | 355   | 
..                  | 203560 | 192,528,48,48       | 356   | 
..                  | 203570 | 240,528,48,48       | 357   | 
..                  | 203580 | 288,528,48,48       | 358   | 
..                  | 203590 | 336,528,48,48       | 359   | 
..                  | 203600 | 384,528,48,48       | 360   | 
..                  | 203610 | 432,528,48,48       | 361   | 
..                  | 203620 | 480,528,48,48       | 362   | 
..                  | 203630 | 528,528,48,48       | 363   | 
..                  | 203640 | 576,528,48,48       | 364   | 
..                  | 203650 | 624,528,48,48       | 365   | 
..                  | 203660 | 672,528,48,48       | 366   | 
..                  | 203670 | 720,528,48,48       | 367   | 
..                  | 203680 | 768,528,48,48       | 368   | 
..                  | 203690 | 816,528,48,48       | 369   | 
..                  | 203700 | 864,528,48,48       | 370   | 
..                  | 203710 | 912,528,48,48       | 371   | 
..                  | 203720 | 960,528,48,48       | 372   | 
..                  | 203730 | 1008,528,48,48      | 373   | 
..                  | 203740 | 1056,528,48,48      | 374   | 
..                  | 203750 | 1104,528,48,48      | 375   | 
..                  | 203760 | 1152,528,48,48      | 376   | 
..                  | 203770 | 1200,528,48,48      | 377   | 
..                  | 203780 | 1248,528,48,48      | 378   | 
..                  | 203790 | 1296,528,48,48      | 379   | 
..                  | 203800 | 1344,528,48,48      | 380   | 
..                  | 203810 | 1392,528,48,48      | 381   | 
..                  | 203820 | 1440,528,48,48      | 382   | 
..                  | 203830 | 1488,528,48,48      | 383   | 
..                  | 203840 | 0,576,48,48         | 384   | 
..                  | 203850 | 48,576,48,48        | 385   | 
..                  | 203860 | 96,576,48,48        | 386   | 
..                  | 203870 | 144,576,48,48       | 387   | 
..                  | 203880 | 192,576,48,48       | 388   | 
..                  | 203890 | 240,576,48,48       | 389   | 
..                  | 203900 | 288,576,48,48       | 390   | 
..                  | 203910 | 336,576,48,48       | 391   | 
..                  | 203920 | 384,576,48,48       | 392   | 
..                  | 203930 | 432,576,48,48       | 393   | 
..                  | 203940 | 480,576,48,48       | 394   | 
..                  | 203950 | 528,576,48,48       | 395   | 
..                  | 203960 | 576,576,48,48       | 396   | 
..                  | 203970 | 624,576,48,48       | 397   | 
..                  | 203980 | 672,576,48,48       | 398   | 
..                  | 203990 | 720,576,48,48       | 399   | 
..                  | 204000 | 768,576,48,48       | 400   | 
..                  | 204010 | 816,576,48,48       | 401   | 
..                  | 204020 | 864,576,48,48       | 402   | 
..                  | 204030 | 912,576,48,48       | 403   | 
..                  | 204040 | 960,576,48,48       | 404   | 
..                  | 204050 | 1008,576,48,48      | 405   | 
..                  | 204060 | 1056,576,48,48      | 406   | 
..                  | 204070 | 1104,576,48,48      | 407   | 
..                  | 204080 | 1152,576,48,48      | 408   | 
..                  | 204090 | 1200,576,48,48      | 409   | 
..                  | 204100 | 1248,576,48,48      | 410   | 
..                  | 204110 | 1296,576,48,48      | 411   | 
..                  | 204120 | 1344,576,48,48      | 412   | 
..                  | 204130 | 1392,576,48,48      | 413   | 
..                  | 204140 | 1440,576,48,48      | 414   | 
..                  | 204150 | 1488,576,48,48      | 415   | 
-----<<Plant>>----------------------------------------------------------------------------------------------------------
plant-00.png        | 300000 | 0,0,63,93           | 0     | Tree
..                  | 300010 | 64,33,53,60         | 1     | Little Tree
